Student_ID,Age,Gender,Department,City,Study_Hours,Attendance,Assignments_Completed,Internships,Aptitude_Score,CGPA,Placement_Status,Expected_Salary
STU00730,29,Female,AI&DS,Delhi,2.9,86.6,7,5,36,8.88,0,1121003.87
STU00731,18,Male,AI&DS,Hyderabad,5.9,66.9,15,2,80,7.94,1,1077984.44
STU00732,24,Female,ECE,Delhi,1.9,66.2,18,0,68,6.73,0,858769.45
STU00733,21,Male,ME,Pune,8.2,59.8,20,0,76,8.61,1,1074368.21
STU00734,28,Female,ECE,Bangalore,8.6,96.3,3,2,90,8.86,1,1134047.21
STU00735,29,Male,ME,Bangalore,4.6,51.7,7,3,92,7.32,0,1096215.55
STU00736,24,Male,CSE,Hyderabad,3.5,82.7,11,0,45,6.92,0,800805.16
STU00737,27,Male,CSE,Mumbai,9.9,74.0,3,4,53,9.37,0,1208595.42
STU00738,19,Female,CSE,Hyderabad,7.4,93.1,17,1,81,9.36,1,1118774.64
STU00739,27,Male,CSE,Hyderabad,5.9,90.9,20,0,56,9.04,0,1080960.23
STU00740,25,Male,CSE,Hyderabad,8.2,56.2,4,4,56,9.02,0,1098382.09
STU00741,22,Female,AI&DS,Hyderabad,4.3,77.2,13,5,30,7.97,0,957216.63
STU00742,25,Male,ECE,Raipur,2.3,74.5,10,4,75,7.83,1,1102459.03
STU00743,21,Male,CE,Mumbai,2.3,92.8,6,1,100,7.13,0,1031306.52
STU00744,22,Male,CSE,Bangalore,4.4,95.2,12,3,40,9.17,0,1096252.57
STU00745,29,Male,EE,Pune,3.4,81.7,20,1,77,7.74,1,1039977.11
STU00746,24,Male,EE,Mumbai,1.2,80.2,2,2,45,7.25,0,933397.92
STU00747,30,Male,ECE,Hyderabad,3.5,93.4,7,2,31,7.4,0,932948.52
STU00748,29,Male,CSE,Delhi,8.9,79.4,15,0,97,8.57,1,1133815.81
STU00749,23,Female,CSE,Bangalore,9.5,69.5,11,5,98,9.6,1,1375202.11
STU00750,26,Male,AI&DS,Hyderabad,7.4,82.9,4,3,64,8.24,1,1098741.93
STU00751,24,Male,EE,Bangalore,7.4,59.2,11,3,94,8.14,1,1203461.63
STU00752,19,Male,AI&DS,Mumbai,9.5,70.3,10,0,40,8.1,0,892003.67
STU00753,26,Male,ME,Raipur,9.4,90.4,0,3,95,10.3,1,1297642.84
STU00754,27,Male,CE,Pune,2.7,91.6,0,5,84,8.58,1,1238366.8
STU00755,20,Female,ME,Pune,7.1,94.1,16,1,52,8.13,0,1015340.89
STU00756,20,Female,ECE,Mumbai,4.4,55.7,7,4,45,,0,981712.47
STU00757,28,Male,CSE,Mumbai,5.6,94.7,14,4,92,8.19,1,1131789.11
STU00758,29,Female,CSE,Delhi,2.7,67.7,3,3,92,7.0,0,1063909.66
STU00759,30,Female,AI&DS,Pune,6.9,61.3,12,2,68,8.03,1,1085619.34
STU00760,20,Female,CSE,Delhi,2.3,87.4,0,2,55,7.0,0,903489.98
STU00761,28,Female,CE,Bangalore,2.8,74.0,8,0,83,7.16,0,971356.76
STU00762,29,Male,AI&DS,Mumbai,8.6,,3,0,32,7.94,0,865612.06
STU00763,24,Male,ECE,Mumbai,9.8,86.9,13,3,67,9.29,1,1127461.49
STU00764,30,Male,ECE,Hyderabad,2.0,63.2,7,5,84,7.03,0,1110046.09
STU00765,28,Male,CSE,Raipur,6.7,61.5,4,3,34,,0,935417.74
STU00766,24,Female,CSE,Mumbai,4.7,65.3,20,1,58,7.37,0,936519.52
STU00767,23,Female,ECE,Mumbai,3.5,,13,1,70,8.01,1,993975.16
STU00768,25,Male,AI&DS,Hyderabad,3.5,80.3,13,1,62,8.35,1,1015358.12
STU00769,30,Male,CSE,Delhi,8.8,66.6,11,5,97,9.45,1,1295825.22
STU00770,28,Female,EE,Bangalore,7.7,56.0,18,5,54,8.3,0,1095576.98
STU00771,25,Female,EE,Pune,9.9,60.1,4,0,46,8.18,0,947449.57
STU00772,28,Female,AI&DS,Delhi,7.5,95.5,2,3,83,9.27,1,1260844.42
STU00773,22,Female,CE,Pune,1.4,78.3,6,5,80,7.66,1,1131046.99
STU00774,26,Female,CE,Bangalore,8.0,70.0,8,1,53,,0,961989.8
STU00775,29,Male,AI&DS,Delhi,5.7,,7,2,64,8.11,1,1007910.91
STU00776,22,Female,EE,Raipur,9.3,63.5,1,5,61,10.13,1,1239397.24
STU00777,29,Male,AI&DS,Mumbai,9.0,63.2,4,3,67,8.68,1,1076126.34
STU00778,20,Male,ME,Delhi,3.3,50.8,18,0,78,7.55,1,963734.52
STU00779,23,Male,ME,Delhi,3.4,79.1,12,1,87,7.15,0,1030628.61
STU00780,25,Male,ME,Bangalore,2.7,93.1,6,4,92,8.85,1,1202040.66
STU00781,27,Male,CE,Raipur,2.7,57.2,13,1,88,7.62,1,1095638.55
STU00782,24,Male,CSE,Raipur,4.5,55.5,0,5,35,7.4,0,999011.76
STU00783,26,Female,ME,Delhi,7.6,66.9,2,1,47,8.36,0,991085.12
STU00784,21,Female,ECE,Raipur,1.5,84.6,20,4,45,6.9,0,891452.58
STU00785,21,Male,ME,Delhi,1.2,71.4,4,2,66,6.59,0,963099.01
STU00786,19,Male,CE,Delhi,3.0,97.8,9,2,39,8.19,0,934035.1
STU00787,20,Female,CSE,Mumbai,4.9,66.7,5,5,84,7.75,1,1163727.34
STU00788,25,Female,CSE,Raipur,7.0,96.6,2,0,49,9.13,0,992058.91
STU00789,27,Female,ME,Bangalore,4.8,86.3,4,0,71,8.72,1,1028787.23
STU00790,24,Male,ME,Raipur,6.4,81.8,4,5,61,8.8,1,1166933.93
STU00791,27,Female,ECE,Raipur,7.4,76.3,7,5,41,,0,1044286.61
STU00792,18,Male,ECE,Delhi,9.2,68.0,4,2,88,8.39,1,1170531.22
STU00793,18,Male,ME,Hyderabad,7.7,55.9,4,3,33,8.81,0,1021270.87
STU00794,20,Female,AI&DS,Delhi,1.3,68.3,2,1,39,6.06,0,809906.8
STU00795,29,Male,AI&DS,Raipur,5.7,,15,3,73,8.73,1,1156884.72
STU00796,27,Female,AI&DS,Delhi,7.8,75.2,0,3,84,9.19,1,1249797.65
STU00797,24,Male,ME,Delhi,9.4,63.6,2,4,78,9.99,1,1245713.34
STU00798,29,Male,EE,Bangalore,9.8,80.3,2,5,89,9.77,1,1338870.0
STU00799,24,Male,EE,Delhi,2.8,55.4,2,2,72,6.35,0,902220.69
STU00800,26,Male,CSE,Mumbai,2.8,96.5,7,2,40,8.69,0,1021679.68
STU00801,19,Male,AI&DS,Bangalore,9.5,50.4,11,2,80,8.68,1,1115847.24
STU00802,19,Male,EE,Delhi,4.0,94.8,16,0,94,8.39,1,1068218.67
STU00803,20,Male,CE,Hyderabad,7.1,53.9,20,0,59,8.47,0,1035347.6
STU00804,29,Female,ECE,Delhi,6.5,76.2,10,3,46,8.34,0,1016231.64
STU00805,27,Male,ME,Raipur,6.5,97.9,18,5,93,8.69,1,1200694.18
STU00806,25,Female,EE,Pune,3.8,96.7,5,0,65,8.01,1,971136.85
STU00807,22,Male,ME,Mumbai,7.9,72.1,4,0,92,7.68,1,1076300.33
STU00808,26,Male,AI&DS,Delhi,8.6,97.6,11,0,82,9.11,1,1101082.74
STU00809,29,Female,AI&DS,Raipur,8.4,50.4,3,2,78,7.86,1,1052728.04
STU00810,23,Female,ECE,Pune,5.2,82.1,14,0,40,7.43,0,825234.83
STU00811,23,Male,ME,Delhi,1.6,67.1,19,3,57,,0,995221.95
STU00812,28,Male,ECE,Raipur,2.9,78.4,19,3,37,8.44,0,997349.28
STU00813,30,Female,ME,Hyderabad,7.2,63.5,20,1,40,7.65,0,884390.53
STU00814,21,Female,ME,Pune,7.0,63.0,1,0,84,7.76,1,1048117.61
STU00815,26,Male,EE,Bangalore,7.2,58.0,13,2,79,8.78,1,1145490.84
STU00816,29,Female,EE,Hyderabad,7.7,86.8,10,0,49,9.3,0,1084381.94
STU00817,29,Male,ME,Bangalore,1.0,,4,5,87,7.67,1,1157437.7
STU00818,26,Female,CSE,Mumbai,8.0,80.0,6,2,56,,0,1184774.45
STU00819,22,Female,CSE,Delhi,5.5,93.4,15,5,88,8.86,1,1232972.9
STU00820,25,Female,AI&DS,Hyderabad,4.9,58.8,19,1,99,7.45,0,1046502.79
STU00821,19,Male,AI&DS,Pune,10.0,90.3,3,0,32,9.49,0,996327.97
STU00822,26,Female,CSE,Mumbai,6.2,51.6,9,3,57,7.59,0,998662.99
STU00823,30,Female,EE,Pune,9.2,70.6,20,5,80,8.67,1,1196064.38
STU00824,28,Female,EE,Delhi,3.2,95.0,13,0,31,6.94,0,827251.01
STU00825,27,Female,AI&DS,Delhi,9.9,62.1,12,1,80,9.39,1,1196333.16
STU00826,24,Female,AI&DS,Mumbai,9.1,75.9,13,1,42,9.28,0,1006033.03
STU00827,26,Male,CE,Pune,2.4,66.1,2,0,33,,0,807489.41
STU00828,18,Male,AI&DS,Pune,7.7,56.5,14,5,75,8.3,1,1179252.27
STU00829,30,Male,CSE,Delhi,3.3,52.6,2,1,32,7.25,0,858935.46
STU00830,22,Female,CSE,Pune,3.4,59.0,2,3,76,8.14,1,1074997.25
STU00831,28,Male,CSE,Mumbai,1.7,,12,2,87,7.91,1,1061780.64
STU00832,23,Male,CE,Hyderabad,5.4,80.7,17,0,50,8.0,0,915450.1
STU00833,30,Female,EE,Pune,2.4,93.3,3,1,33,7.34,0,833176.11
STU00834,21,Male,EE,Delhi,9.6,67.4,17,5,67,9.45,1,1262901.17
STU00835,21,Female,ME,Pune,7.2,94.4,8,3,43,9.27,0,1122244.89
STU00836,24,Male,ME,Delhi,6.4,63.6,10,4,43,8.64,0,1063131.3
STU00837,18,Male,EE,Delhi,9.6,62.7,13,2,97,8.72,1,1141594.0
STU00838,19,Female,ECE,Hyderabad,2.9,68.6,4,2,45,6.61,0,882629.24
STU00839,19,Male,CE,Bangalore,4.5,80.1,16,1,43,7.97,0,963226.56
STU00840,24,Male,CSE,Pune,7.1,,10,1,55,7.64,0,950593.43
STU00841,20,Female,EE,Delhi,6.4,79.6,7,4,32,8.45,0,1036366.66
STU00842,24,Female,EE,Mumbai,1.3,76.7,16,0,73,7.09,0,893145.41
STU00843,30,Male,EE,Hyderabad,4.1,54.0,10,3,36,7.38,0,943045.69
STU00844,19,Male,ECE,Bangalore,1.3,52.4,0,1,43,7.31,0,924938.88
STU00845,30,Male,EE,Mumbai,4.3,95.1,0,5,36,8.34,0,1078694.4
STU00846,29,Male,CE,Pune,6.5,90.6,8,5,51,9.87,0,1225945.32
STU00847,28,Male,CSE,Mumbai,5.0,56.1,16,1,91,7.78,1,1118034.95
STU00848,30,Male,ME,Pune,3.7,54.1,17,1,56,7.47,0,898114.44
STU00849,21,Male,CE,Raipur,5.4,67.0,18,4,95,8.86,1,1269848.8
STU00850,20,Female,CE,Bangalore,3.0,68.2,14,4,95,7.24,0,1104220.49
STU00851,19,Female,EE,Mumbai,2.3,,3,1,32,8.23,0,898102.98
STU00852,19,Female,CSE,Raipur,9.3,54.2,13,1,49,8.39,0,986284.84
STU00853,28,Female,CSE,Bangalore,4.4,96.4,6,2,54,8.17,0,1025004.92
STU00854,18,Female,ECE,Hyderabad,6.8,97.9,7,0,36,9.29,0,1008723.05
STU00855,29,Female,AI&DS,Raipur,7.4,69.6,3,1,64,8.38,1,1004502.91
STU00856,19,Male,ECE,Mumbai,2.7,95.4,19,3,69,8.6,1,1138793.59
STU00857,25,Male,CE,Mumbai,2.3,50.6,15,3,72,6.27,0,990037.09
STU00858,25,Male,CE,Hyderabad,6.2,74.4,7,3,44,7.76,0,929539.08
STU00859,20,Female,EE,Mumbai,7.8,88.8,3,2,72,8.95,1,1155481.5
STU00860,25,Female,ECE,Bangalore,1.1,67.6,10,4,91,,0,1070378.42
STU00861,20,Male,EE,Bangalore,4.2,51.5,18,5,85,7.61,1,1163236.51
STU00862,28,Female,EE,Delhi,5.9,95.6,16,1,63,9.19,1,1084084.51
STU00863,18,Male,CSE,Pune,6.2,85.1,19,0,85,8.72,1,1109266.24
STU00864,28,Male,ECE,Mumbai,2.3,84.0,16,2,50,,0,908026.0
STU00865,27,Female,CE,Bangalore,2.1,74.4,0,3,75,7.72,1,1017664.17
STU00866,30,Female,ECE,Bangalore,6.0,97.7,8,1,55,,0,1061825.98
STU00867,28,Male,AI&DS,Delhi,4.5,70.0,3,2,68,7.98,1,1009730.2
STU00868,22,Female,CSE,Delhi,2.2,77.7,9,2,40,7.08,0,929111.86
STU00869,26,Male,ME,Raipur,5.0,65.7,11,3,75,,1,1074050.57
STU00870,30,Male,ME,Delhi,2.3,95.3,7,4,95,7.88,1,1177488.97
STU00871,24,Male,EE,Hyderabad,7.0,73.1,16,3,36,8.0,0,950017.48
STU00872,25,Female,ECE,Delhi,7.2,93.2,3,5,95,9.8,1,1299302.03
STU00873,28,Male,CE,Raipur,6.8,57.7,20,2,30,8.64,0,993566.39
STU00874,26,Male,ECE,Hyderabad,1.9,60.2,15,0,94,6.59,0,914765.32
STU00875,22,Male,ECE,Hyderabad,8.4,84.1,19,0,85,8.22,1,1014765.79
STU00876,29,Female,ME,Bangalore,7.3,60.0,15,2,67,8.59,1,1134109.14
STU00877,30,Male,AI&DS,Bangalore,2.0,70.8,13,1,33,6.72,0,773612.65
STU00878,28,Male,EE,Bangalore,6.6,,11,1,89,8.45,1,1113835.02
STU00879,26,Male,EE,Bangalore,4.5,53.1,20,1,75,7.59,1,1013514.78
STU00880,22,Female,ECE,Bangalore,9.3,53.4,20,3,78,9.58,1,1235984.18
STU00881,23,Male,ME,Bangalore,6.3,79.0,18,4,81,8.06,1,1090752.18
STU00882,25,Male,CE,Mumbai,3.9,61.6,7,0,52,7.57,0,900008.35
STU00883,19,Male,ECE,Mumbai,1.3,87.5,14,2,33,8.05,0,925115.92
STU00884,25,Male,AI&DS,Bangalore,4.9,64.3,6,5,50,8.16,0,1080652.94
STU00885,19,Female,ECE,Delhi,2.8,90.5,0,2,82,7.92,1,1116049.12
STU00886,27,Male,ECE,Hyderabad,8.4,75.0,11,4,47,9.68,0,1159287.81
STU00887,22,Female,ME,Bangalore,1.9,74.9,1,4,99,7.3,0,1103402.12
STU00888,23,Female,CE,Raipur,1.6,93.6,9,0,98,7.39,0,1070519.52
STU00889,26,Male,ECE,Delhi,7.3,55.5,15,2,33,7.49,0,890340.57
STU00890,26,Male,EE,Raipur,8.4,66.5,1,1,93,7.9,1,1130799.76
STU00891,24,Male,AI&DS,Mumbai,6.4,,2,4,91,,1,1262450.84
STU00892,24,Female,AI&DS,Bangalore,5.3,89.1,7,0,37,7.35,0,877182.26
STU00893,29,Female,EE,Delhi,1.2,74.1,12,3,46,7.12,0,925283.36
STU00894,23,Male,CSE,Bangalore,4.9,52.9,7,0,31,6.85,0,815747.57
STU00895,21,Female,ECE,Hyderabad,8.3,53.8,4,3,53,8.25,0,1025412.59
STU00896,24,Male,ME,Bangalore,5.3,56.1,2,0,62,8.15,1,958586.1
STU00897,22,Male,EE,Pune,9.5,89.0,9,5,61,9.95,1,1230753.52
STU00898,29,Male,EE,Bangalore,9.6,74.3,2,1,47,9.58,0,1084499.49
STU00899,30,Female,EE,Raipur,2.3,98.9,14,5,88,9.03,1,1213528.97
STU00900,18,Female,CE,Raipur,3.5,80.5,15,0,78,7.3,0,922441.56
STU00901,28,Male,EE,Bangalore,3.7,77.1,11,0,73,8.14,1,1060944.96
STU00902,27,Female,ME,Hyderabad,4.9,71.4,1,0,100,7.47,0,1069729.7
STU00903,29,Female,CSE,Delhi,6.1,75.9,5,3,89,,1,1245666.11
STU00904,30,Male,CSE,Mumbai,5.9,66.9,12,0,65,7.59,1,968122.99
STU00905,27,Male,ME,Raipur,6.9,,5,3,89,8.24,1,1102087.07
STU00906,27,Female,ME,Delhi,9.4,63.8,19,4,70,9.95,1,1250043.95
STU00907,21,Female,CE,Mumbai,6.7,57.3,19,5,36,8.14,0,1049660.08
STU00908,18,Male,EE,Raipur,6.0,61.4,8,2,32,8.31,0,996549.03
STU00909,19,Female,EE,Delhi,5.6,55.7,2,1,56,7.39,0,921335.94
STU00910,18,Male,EE,Delhi,3.9,89.4,10,3,77,8.17,1,1156950.12
STU00911,27,Male,AI&DS,Bangalore,1.2,80.5,10,4,95,7.96,1,1193084.02
STU00912,20,Male,CE,Raipur,4.4,99.9,2,0,58,8.2,0,1029781.3
STU00913,27,Female,ECE,Pune,5.3,76.2,14,2,64,7.66,1,1012324.37
STU00914,23,Female,CE,Delhi,7.7,55.8,7,3,82,8.27,1,1117798.46
STU00915,25,Female,EE,Mumbai,8.1,61.5,4,4,61,9.3,1,1167761.74
STU00916,23,Male,ECE,Raipur,2.1,70.4,16,1,93,7.3,0,1065264.5
STU00917,24,Male,ECE,Hyderabad,3.4,77.7,15,5,42,7.56,0,959207.57
STU00918,26,Female,CE,Hyderabad,9.3,95.2,11,1,81,9.69,1,1167343.49
STU00919,27,Female,EE,Pune,2.0,86.1,2,5,75,8.69,1,1236267.42
STU00920,29,Female,ME,Mumbai,2.2,59.2,18,4,40,6.78,0,863178.37
STU00921,25,Female,EE,Mumbai,2.6,86.1,8,0,59,7.05,0,875111.72
STU00922,24,Female,EE,Delhi,3.9,58.9,4,0,56,7.04,0,859025.62
STU00923,19,Male,AI&DS,Mumbai,3.6,74.3,7,1,66,8.24,1,1008142.9
STU00924,20,Male,CSE,Pune,1.9,77.6,16,1,33,7.33,0,814374.5
STU00925,18,Male,ME,Pune,4.3,64.1,18,3,86,7.84,1,1143303.78
STU00926,25,Male,EE,Delhi,3.4,93.2,8,5,44,9.21,0,1174164.11
STU00927,26,Female,ECE,Hyderabad,4.0,72.7,16,5,39,8.53,0,1055880.99
STU00928,28,Male,EE,Pune,8.5,81.3,20,5,31,9.09,0,1103834.34
STU00929,20,Male,CSE,Pune,5.4,59.4,15,2,46,7.36,0,964386.39
STU00930,19,Female,ME,Hyderabad,5.4,80.6,5,0,83,8.26,1,1071137.82
STU00931,28,Female,CSE,Delhi,9.6,93.9,7,2,92,9.56,1,1253802.75
STU00932,19,Female,AI&DS,Raipur,9.7,94.8,9,3,87,9.49,1,1261441.82
STU00933,23,Female,CSE,Hyderabad,7.3,85.2,15,3,82,9.28,1,1166296.25
STU00934,30,Male,EE,Bangalore,3.9,83.7,13,3,86,7.98,1,1097469.94
STU00935,18,Female,ECE,Hyderabad,3.8,70.5,18,1,98,7.04,0,1044728.65
STU00936,26,Male,EE,Hyderabad,1.2,86.1,12,0,72,7.68,1,1007084.21
STU00937,21,Male,CSE,Raipur,9.9,91.9,12,5,59,9.73,0,1196540.42
STU00938,18,Male,CSE,Mumbai,7.8,,16,3,92,8.19,1,1134508.97
STU00939,29,Female,CSE,Raipur,2.1,89.2,20,3,46,8.27,0,1062262.16
STU00940,29,Male,EE,Mumbai,8.5,80.2,4,0,80,8.24,1,1059769.16
STU00941,25,Female,ME,Mumbai,2.8,63.2,20,4,90,7.37,0,1102553.46
STU00942,29,Male,ME,Delhi,5.8,62.2,0,3,80,8.87,1,1200870.04
STU00943,25,Male,ME,Hyderabad,4.3,78.2,20,2,72,7.37,0,1018591.38
STU00944,21,Male,CSE,Mumbai,1.8,70.2,15,4,59,6.75,0,966341.77
STU00945,29,Male,EE,Pune,6.1,70.3,0,2,56,8.64,0,1088669.58
STU00946,29,Male,ECE,Delhi,5.3,77.7,2,0,84,8.2,1,1045568.61
STU00947,25,Female,ME,Raipur,8.8,55.7,13,3,51,8.97,0,1098058.91
STU00948,22,Male,CE,Bangalore,2.1,99.8,8,4,71,8.31,1,1114963.18
STU00949,23,Female,CSE,Mumbai,5.7,62.6,14,1,72,8.51,1,1093813.03
STU00950,24,Female,CE,Delhi,2.6,73.5,0,2,54,6.94,0,876584.78
STU00951,19,Female,EE,Hyderabad,4.2,78.0,7,2,31,8.59,0,957658.06
STU00952,30,Female,CE,Raipur,4.6,62.7,17,5,55,7.48,0,1003642.18
STU00953,20,Male,ECE,Raipur,8.2,79.4,12,2,65,9.68,1,1193126.55
STU00954,30,Male,ECE,Hyderabad,3.1,60.8,19,1,48,6.6,0,884461.41
STU00955,30,Female,EE,Mumbai,5.0,83.2,10,2,94,8.63,1,1146477.29
STU00956,26,Female,ME,Bangalore,3.9,53.9,19,1,51,7.92,0,994960.49
STU00957,30,Female,AI&DS,Pune,3.3,56.0,13,5,74,7.18,0,1108013.84
STU00958,21,Male,CSE,Hyderabad,6.6,,6,3,77,8.46,1,1157562.85
STU00959,22,Male,AI&DS,Bangalore,4.0,95.6,8,4,31,8.68,0,990752.82
STU00960,22,Male,CSE,Mumbai,3.5,52.9,18,0,90,7.73,1,1051624.01
STU00961,18,Male,EE,Raipur,6.5,85.7,5,1,40,8.36,0,998380.31
STU00962,26,Male,CE,Bangalore,3.5,92.6,20,4,32,8.06,0,1007999.09
STU00963,23,Male,ECE,Pune,5.6,97.0,12,3,37,8.09,0,1015704.75
STU00964,18,Female,CSE,Mumbai,3.5,59.9,16,3,52,7.74,0,1034412.4
STU00965,25,Male,ECE,Raipur,6.1,84.8,18,3,41,8.06,0,951856.17
STU00966,21,Female,ECE,Mumbai,6.7,73.0,7,2,54,8.83,0,1092211.05
STU00967,20,Female,EE,Hyderabad,6.1,70.7,6,2,55,7.72,0,962093.23
STU00968,23,Male,AI&DS,Pune,4.1,82.1,14,5,51,7.68,0,1075872.42
STU00969,23,Male,CE,Delhi,6.8,84.1,9,1,73,8.85,1,1102376.53
STU00970,22,Male,EE,Bangalore,3.0,63.0,3,4,53,7.57,0,1011324.69
STU00971,19,Female,EE,Delhi,6.7,93.5,0,1,83,8.66,1,1100467.18
STU00972,25,Male,EE,Bangalore,5.9,87.6,14,4,88,8.98,1,1251849.84
STU00973,23,Male,ME,Pune,6.4,74.1,12,2,35,9.14,0,1073943.27
STU00974,30,Male,CE,Delhi,3.4,78.9,18,0,50,7.45,0,938235.36
STU00975,20,Female,CSE,Bangalore,7.0,89.4,1,0,69,9.01,1,1041946.09
STU00976,20,Female,CSE,Pune,2.8,58.6,9,0,53,6.45,0,795332.2
STU00977,20,Male,ME,Delhi,4.1,73.5,12,5,57,8.91,0,1175643.69
STU00978,23,Male,ECE,Hyderabad,7.9,56.7,10,2,84,8.56,1,1140211.52
STU00979,20,Male,ME,Delhi,7.9,68.5,10,4,30,9.12,0,1094768.45
STU00980,18,Male,EE,Pune,2.9,71.8,10,3,53,7.49,0,961696.41
STU00981,20,Male,ECE,Mumbai,2.5,84.1,3,3,40,7.51,0,969067.07
STU00982,20,Female,EE,Bangalore,6.2,69.2,14,0,92,8.18,1,1097419.49
STU00983,28,Male,ECE,Pune,2.0,90.4,14,4,77,8.36,1,1171002.35
STU00984,26,Female,ME,Raipur,7.8,93.5,2,1,30,8.71,0,1005217.71
STU00985,25,Female,CSE,Hyderabad,3.5,56.1,15,3,76,6.73,0,1001332.82
STU00986,22,Female,ECE,Delhi,2.6,67.8,0,3,71,7.13,0,961961.51
STU00987,19,Male,AI&DS,Hyderabad,5.8,56.3,4,5,93,8.22,1,1189069.62
STU00988,27,Male,EE,Bangalore,5.1,53.8,11,0,48,7.53,0,918781.02
STU00989,29,Male,ECE,Hyderabad,3.7,70.0,5,5,62,8.43,1,1159668.49
STU00990,22,Male,EE,Hyderabad,10.0,80.8,17,1,36,9.06,0,1005091.84
STU00991,28,Male,EE,Mumbai,1.4,,5,5,66,7.13,0,1034118.28
STU00992,25,Female,CE,Pune,6.4,98.8,10,0,58,8.14,0,996100.85
STU00993,28,Female,ECE,Hyderabad,6.4,77.1,15,4,31,8.49,0,1004164.28
STU00994,29,Female,EE,Mumbai,2.5,69.5,12,0,40,7.23,0,854532.57
STU00995,30,Female,CE,Bangalore,3.8,83.7,0,1,51,7.97,0,972089.24
STU00996,25,Male,CE,Mumbai,9.9,68.8,17,1,78,9.17,1,1177566.82
STU00997,20,Female,AI&DS,Raipur,8.8,88.3,12,4,82,9.33,1,1214175.26
STU00998,28,Female,EE,Pune,9.0,98.0,20,2,94,9.57,1,1236817.34
STU00999,20,Male,ME,Hyderabad,9.3,58.9,9,0,98,9.03,1,1192693.49
STU01000,28,Female,CSE,Mumbai,4.8,70.9,6,5,33,8.56,0,1022657.2
STU01001,27,Female,CE,Hyderabad,3.2,78.5,15,5,41,8.84,0,1057471.95
STU01002,21,Female,CSE,Raipur,8.7,58.1,11,5,60,8.57,1,1184314.09
STU01003,21,Female,ECE,Delhi,6.2,73.0,19,3,60,8.93,1,1166680.53
STU01004,25,Female,EE,Bangalore,7.5,53.5,1,5,82,9.28,1,1312953.46
STU01005,26,Male,EE,Pune,2.1,88.8,20,4,33,7.8,0,1005775.38
STU01006,29,Male,AI&DS,Delhi,9.3,81.5,14,3,45,8.77,0,1096307.04
STU01007,23,Female,ECE,Mumbai,4.7,67.0,7,3,56,7.59,0,983202.57
STU01008,23,Female,CSE,Delhi,3.7,72.2,14,5,63,8.23,1,1131842.81
STU01009,23,Male,AI&DS,Bangalore,6.1,85.7,9,5,50,9.1,0,1133474.14
STU01010,20,Female,EE,Bangalore,2.3,64.6,12,2,59,6.41,0,860966.2
STU01011,26,Female,ME,Pune,7.7,99.8,12,3,51,10.13,0,1202785.15
STU01012,28,Male,ECE,Mumbai,2.5,76.3,5,3,78,6.82,0,1049294.83
STU01013,27,Male,AI&DS,Delhi,8.0,89.5,20,1,75,,1,1122140.8
STU01014,23,Male,CSE,Pune,7.0,69.9,3,2,94,7.76,1,1108128.45
STU01015,27,Female,CE,Mumbai,5.7,62.2,5,5,61,7.98,1,1118138.03
STU01016,19,Female,ME,Raipur,7.7,86.7,2,1,96,8.49,1,1112973.2
STU01017,26,Male,CE,Pune,8.9,52.6,20,0,55,8.24,0,968389.81
STU01018,22,Female,CSE,Mumbai,6.1,79.1,3,5,86,9.3,1,1246479.88
STU01019,30,Male,EE,Mumbai,4.7,63.5,20,1,72,7.61,1,1001220.02
STU01020,28,Male,ECE,Raipur,6.1,65.4,14,0,53,7.81,0,915720.75
STU01021,30,Female,CE,Mumbai,4.9,65.2,14,2,98,8.35,1,1131359.55
STU01022,23,Male,ECE,Hyderabad,7.9,73.6,9,4,56,9.16,0,1116259.76
STU01023,28,Female,EE,Delhi,2.4,97.8,15,5,83,8.75,1,1200938.32
STU01024,22,Female,CSE,Pune,4.0,67.7,10,3,69,7.68,1,1035754.22
STU01025,23,Female,CSE,Mumbai,6.8,57.0,14,2,32,8.65,0,958221.31
STU01026,24,Male,ECE,Delhi,8.1,66.3,17,5,55,9.58,0,1218155.58
STU01027,23,Male,EE,Hyderabad,7.5,97.1,18,3,35,9.72,0,1096606.3
STU01028,27,Male,EE,Bangalore,4.4,55.1,20,2,65,7.56,1,993612.44
STU01029,24,Female,CE,Hyderabad,8.4,93.7,18,2,55,9.37,0,1108426.12
STU01030,22,Male,ECE,Mumbai,7.2,57.0,2,5,70,9.42,1,1224722.96
STU01031,25,Female,ME,Pune,3.0,,6,5,63,7.47,0,1086365.03
STU01032,30,Female,CE,Pune,5.4,52.4,16,0,95,7.2,0,1017571.46
STU01033,22,Male,CE,Pune,6.2,81.7,2,4,41,9.54,0,1164258.82
STU01034,27,Male,AI&DS,Mumbai,6.9,59.5,2,5,85,9.17,1,1260171.52
STU01035,19,Female,CSE,Raipur,2.6,78.8,14,4,85,8.45,1,1171146.61
STU01036,21,Female,AI&DS,Hyderabad,3.9,57.5,7,4,71,7.78,1,1100761.27
STU01037,20,Female,CSE,Mumbai,2.7,57.4,9,1,42,6.21,0,807992.15
STU01038,23,Female,CSE,Delhi,9.4,82.9,6,2,50,9.19,0,1062307.79
STU01039,25,Female,CE,Raipur,2.1,97.4,0,3,56,7.73,0,1006081.24
STU01040,19,Female,AI&DS,Mumbai,9.7,75.3,18,5,96,9.08,1,1315060.64
